id,first_name,last_name,birth_date,email,is_senior,address
7c71885a-0f03-41e0-85d1-b6c5670ee7f5,Inès,Diallo,1985-05-23,agallet@example.net,False,"812, chemin de Dubois
36233 Goncalvesnec"
d21b30d1-bfa9-4fda-8c47-6d4d0ea9f5f5,Antoinette,Leblanc,1990-12-25,michelle38@example.com,False,"440, chemin de Ferreira
22773 Saint Laurent"
d4918a11-cdeb-4c6f-87c4-82bb40a11928,Michel,Guyon,1939-04-17,genevievebruneau@example.net,True,"43, avenue de Faure
11802 Cordier-sur-David"
f1ede9d9-9131-4653-9eee-11cd15bb7164,Patricia,Lévêque,1969-09-20,fleuryisabelle@example.net,False,"996, rue Bernadette Millet
15630 Cordier-sur-Mer"
4a488f4a-085d-4d93-8424-0ac51d69ec34,Amélie,Hervé,1973-03-17,obarbier@example.org,False,"8, rue de Da Costa
80354 Bonnetdan"
115caf42-9613-433c-b5db-8518d6e99911,Anastasie,Hamon,1955-01-26,glevy@example.net,True,"70, rue de Georges
40627 Turpin-la-Forêt"
6171aa19-8645-4880-9ca2-2ea32927dc43,Laurence,Sauvage,1990-03-28,jerome59@example.org,False,"5, rue Chantal Moulin
46598 Sainte Lucy"
f033b0c8-57f5-4046-a2c2-280f630ca833,Thomas,Perret,1940-02-27,hbuisson@example.org,True,"21, boulevard Gérard Allard
19994 Gillet"
4fc24c2d-8e81-4ef0-953b-4d348e62e56b,Honoré,Delahaye,1993-09-18,anoukperrin@example.net,False,"92, boulevard de Poulain
47115 Sainte Diane-les-Bains"
452c6a87-aa48-4080-b279-6272a11628ba,Mathilde,Chauvin,2004-05-19,yallain@example.net,False,"821, rue Élodie Delattre
73842 Lucas"
0b083e81-ef5c-4f69-9d89-8dd0c207359c,Thibaut,Dupont,2005-01-29,gilleslacombe@example.net,False,"7, boulevard Bernard Masse
58171 Perrier"
a5303a07-2853-470d-89d2-b06e3a6e7ae8,Denis,Simon,1948-09-11,colletnathalie@example.com,True,"195, rue de Hamon
55958 Courtois"
6f2b0957-4a04-4b82-b2ef-43a697968951,Alain,Blot,1994-12-27,vguillaume@example.org,False,"boulevard Verdier
70269 Camus-sur-Mer"
b51356dc-b983-4ce4-8cf2-aaf7928e29df,Mathilde,Brunet,1942-02-11,denise83@example.org,True,"6, boulevard Tristan Hervé
40281 Bonnet"
7e2aafea-ccc6-43cd-a400-e676f45f1f6e,Augustin,Benard,1950-10-01,gerardbernard@example.com,True,"78, rue Durand
46803 Saint Emmanuelle"
02f6cca3-4fd2-4c90-80ab-e0c2934b1ec0,Catherine,Ledoux,1976-12-31,cohenalfred@example.com,False,"703, rue Peltier
59572 Maillard"
13318ee2-7b63-40df-b9fb-26a94cabb0ef,Susanne,Hebert,1966-04-10,turpinemile@example.com,False,"81, rue de Klein
80113 Sainte Bertrand"
c13744b4-6f80-44ae-91c7-66c31449e998,Arthur,Perret,1991-06-25,marcellehenry@example.com,False,"71, chemin de Lefèvre
67702 Pineau"
9dec39df-73f2-43a4-9eb6-437cc4402ffe,Sébastien,Vasseur,1972-11-20,aimeandre@example.org,False,"75, rue de Bouchet
48327 Hubert"
641dd23e-b5fb-4145-9a72-5232f8d7a44e,Nicole,Perret,1970-03-23,mathieuzacharie@example.net,False,"72, rue Sébastien Lemaire
16732 Navarrodan"
38da6961-b667-4aad-878d-bc262d82e008,Susanne,Berger,1970-10-17,astrid82@example.org,False,"61, rue Richard Leroy
91390 Fournier"
888048c2-2927-40ac-91f1-def2a3237344,Amélie,Leclerc,1993-02-14,ulebreton@example.org,False,"316, chemin Dumont
04654 De Sousa"
00c8d5cf-c0cc-4c16-a0ad-5ba6393a6896,Bertrand,Chevallier,1956-11-18,hoaraumargaux@example.org,True,"44, boulevard de Pichon
92513 Legrand"
6d06242f-688c-4370-8cb1-bd4af2fca1b2,Anaïs,Blanc,2002-03-07,alex54@example.com,False,"44, avenue Luce Perez
03915 Fernandezdan"
237d2639-a829-46d4-be0c-ba0d09c410ea,Laurent,Fernandes,1933-08-03,prey@example.org,True,"71, boulevard de Baudry
60996 Lefebvre"
7f0aff68-a470-4408-a842-452ed02bff97,Laetitia,Rolland,1967-02-21,catherinepages@example.net,False,"chemin Olivier Barbe
67825 Lacroix"
c0be27bd-6110-4a2c-8488-c6069866bb76,Guy,Lacombe,1964-09-30,maillotpenelope@example.net,False,"296, chemin Stéphane Mallet
94548 Sainte JacquesBourg"
9d61de88-915d-4e73-a703-c65a974d25db,Margot,Martins,2003-09-21,michelle99@example.com,False,"16, rue Fernandes
29145 Andre"
2ae9bb4e-6001-458b-8c31-d437dd6a8325,Margaud,Andre,1969-02-25,elisabethbonneau@example.org,False,"320, boulevard Barbe
62180 GuyotVille"
a1e42707-f346-496e-a015-471462957540,Odette,Chevallier,1944-09-06,costelouis@example.org,True,"4, rue Hortense Lacombe
05293 Normand-les-Bains"
84c5088e-e31b-4a7a-8430-51ce1f1c29c5,Patrick,Raymond,1972-02-12,fabrenathalie@example.com,False,"88, avenue Fischer
90682 Legrand-les-Bains"
fa036f01-7236-44a7-ab90-40b97c647747,Danielle,Thibault,1960-04-12,aauger@example.com,True,"95, rue Gabriel Lefèvre
88940 ClémentBourg"
887f7527-a451-4d0b-9149-faaa99ea108a,Robert,Foucher,2000-03-18,tpichon@example.com,False,"30, chemin Valentine Bernard
08951 Saint Augustin"
f29f48b6-2899-43e4-b238-58403e1e3a0d,Alix,Petitjean,1973-12-13,yklein@example.net,False,"1, rue de Guyon
41441 Sainte Élisabethboeuf"
f479ff73-99d6-4149-a8ae-81d1e5b1d3ac,Timothée,Lebon,1936-09-10,raymondpoirier@example.com,True,"51, chemin de Devaux
62776 Valette"
cfc4ee79-5977-49a4-adc0-06944d566ecd,Lucas,Nicolas,2000-08-29,colinmargot@example.org,False,"79, rue de Legros
14239 Jourdan-sur-Mer"
e4cc7571-d687-4921-bf23-c9eec2c133ae,Charles,Lefebvre,1997-05-25,danielleschneider@example.org,False,"38, rue Claire Diallo
55416 Dumas"
ac8f7b46-2be9-4a08-8c41-e11680fcf1e3,André,Hoareau,1961-05-21,yguillet@example.net,False,"27, chemin Delahaye
30799 Courtois-sur-Mer"
aa578273-1449-403f-a72a-5d3ba6fdc437,Laurence,Potier,1952-06-29,marc63@example.com,True,"57, rue de Dupont
28243 PotierVille"
fe063219-3f1c-4961-9301-6d1696410ca2,Philippe,Moreno,1936-11-16,martinsrobert@example.net,True,"28, chemin de Allard
10250 Richarddan"
4fe68fcf-1754-47e1-9f89-4c091c980767,Étienne,Bruneau,2001-10-29,ollivieremmanuel@example.org,False,"194, rue Vasseur
77861 Le Goffdan"
3479f478-948a-48b9-9f8f-b07fdaa658ed,Louise,Rolland,1951-04-09,robert03@example.net,True,"19, avenue Vincent Joubert
28312 Saint Paulette-sur-Mer"
4432072d-0bf2-4b47-8bac-93bbb4d5bbcb,Brigitte,Ribeiro,1944-11-09,thibaut38@example.com,True,"rue Xavier Merle
64471 Sainte Amélie"
619e4ac6-9c9c-496e-a548-81606d861151,Denis,Jean,1998-10-09,dominiqueturpin@example.net,False,"5, rue Gomez
26582 Clément"
f9275f35-db6e-4f26-8e51-756d03b1be1e,Roger,Bourdon,1997-03-06,corinnedeschamps@example.org,False,"982, rue de Techer
21269 Jacques"
dc33c8b6-d412-4d0e-83b9-30f03068fac0,Camille,Regnier,1975-01-06,nmaillot@example.org,False,"9, avenue Honoré Berger
32395 Gomez"
bfe16dd2-7e62-4370-8c3e-88b6057696ac,Louise,Carlier,1941-12-23,bodinyves@example.net,True,"29, avenue de Parent
39993 Ferrandnec"
8e8d6280-0838-4d0c-9e64-f4229d4ffb72,Bernadette,Payet,2006-07-05,boulangernicolas@example.org,False,"90, chemin Lemoine
41560 Brun"
335268d7-4779-4c66-9556-b6d38b78df22,Claire,Diaz,1984-04-16,dteixeira@example.com,False,"85, rue de Charles
35969 Sainte CapucineBourg"
bd2c95fd-35e1-4199-8aae-e8627fe085c5,Mathilde,Hardy,1934-01-17,antoine55@example.org,True,"7, avenue de Gay
69818 Gilles"
1958668e-1773-408c-9c2d-b66a09ea6646,Matthieu,Berger,1953-01-13,tda-silva@example.org,True,"597, rue Hernandez
20165 Rousseau"
e8341f69-3ed7-4d3d-a707-4d7dcf298854,Denise,Chartier,1971-11-27,samsonmargaux@example.net,False,"chemin Caron
23290 Lacombedan"
0ebbe3ba-446a-4d7f-bd24-fd3179cc4e99,Henri,Vasseur,1958-05-27,tmorel@example.org,True,"9, rue de Riou
13105 Ruiz"
9f240331-5946-46d4-9e9f-00d5adc72c72,Benjamin,Normand,1934-10-28,agnesgirard@example.com,True,"16, boulevard de Hamel
52196 MichaudBourg"
708101cf-2163-42d5-91ae-ccb5bdc8dec4,Sylvie,Hebert,1973-12-12,pnicolas@example.com,False,"750, rue Munoz
70735 Cohen-la-Forêt"
3a32ff4f-ee64-41e5-ad62-be7f32895f1e,Henri,Boyer,1956-08-14,leroyaugustin@example.org,True,"rue Claudine François
72870 Lemoine"
62d6cce0-9b9e-4e27-87ce-c5d4b6cb5287,Marcel,Langlois,1972-07-10,charpentieradrienne@example.com,False,"68, avenue de Charpentier
08776 Turpin"
30666083-615e-468a-b9bc-b667242efde4,Victoire,Mallet,1974-11-06,dhamon@example.net,False,"96, boulevard Langlois
43120 Hebert-sur-Mer"
8f38cdd0-2089-4f8a-8abf-afbd89e097af,Adrienne,Hamel,1947-09-27,lauresauvage@example.org,True,"866, avenue Aubert
16820 Loiseau-la-Forêt"
19cecf6d-f22c-44e4-b2b6-1591b51b51cb,Josette,Delannoy,1931-06-16,josephine89@example.com,True,"12, avenue de Brunel
94786 Sainte Honoré"
ccd98900-42ab-41b4-88e6-4942866831aa,Édouard,Marty,1961-08-16,sguillot@example.net,False,"rue de Garnier
20737 Sainte Thibaut"
3629a4d6-7bd5-42a4-abf2-04c11ba00252,Clémence,Diaz,1962-07-08,christophelecoq@example.net,False,"67, avenue Fleury
65270 Meunierdan"
da5427eb-c10b-4c6a-94d1-edc156737c04,Timothée,Ledoux,1966-01-01,emmanuelle29@example.net,False,"306, rue de Hoareau
27740 Mendèsboeuf"
e86acd49-5a2d-4c50-9a65-c7926902ed4a,Claire,Rousset,1979-03-29,robertnoel@example.org,False,"534, rue de Bruneau
97148 Guillounec"
43eef1fc-1c64-434b-bd7b-0ea5da38cec9,Brigitte,Imbert,1946-03-13,luce77@example.com,True,"926, rue de Fischer
20892 Laurent-sur-Mer"
f6033712-7963-4b3b-a851-119b5eb28d50,Auguste,Blin,1993-05-06,celinerobert@example.org,False,"92, avenue Rémy
54371 Rocheboeuf"
534c4203-b551-4788-ad4d-4b18ecbb3216,Louis,Payet,2006-08-03,sophierobin@example.com,False,"8, avenue Gilbert Ribeiro
64727 GimenezBourg"
cc4f8959-1447-4212-b473-6c1be6189184,Anouk,Weber,1993-09-04,michellebegue@example.org,False,"21, rue Lemaître
65411 Sainte Olivier-sur-Mer"
2289f23f-07f4-4f50-96db-59af395e5871,Julie,Gallet,2007-10-20,torresxavier@example.net,False,"25, rue Christophe Cordier
21551 Sainte Adèle"
2a3e87df-43a2-40e1-95f3-ed4cea010eb8,Jérôme,Potier,1967-12-30,victoire54@example.com,False,"278, rue Daniel Leleu
25568 Letellierboeuf"
7131f1c8-7184-4df3-9b43-8cdefbcde22a,Marine,Letellier,2003-11-06,etienne32@example.net,False,"11, rue de Germain
97293 NguyenBourg"
b0bbf63a-e55c-41e9-9f38-ac164b3127de,Marguerite,Raymond,1933-05-08,elesage@example.org,True,"94, rue Hortense Fernandez
13928 Mallet-la-Forêt"
1ea01b58-3f9f-4cdd-9d4f-4eba4ae3eefd,Jean,Rodriguez,1975-12-13,guillaumegermain@example.com,False,"7, chemin de Berger
52436 Aubert"
3a4476ac-d15b-44c9-988d-7a55d1691823,Bertrand,Meunier,1965-12-25,marcel86@example.com,False,"40, rue Augustin Parent
69823 Lenoir"
852b6f2a-834f-4a43-81fd-554af7e3b3fb,Hortense,Devaux,1973-07-23,qpichon@example.net,False,"74, boulevard de Rocher
43308 Colas"
f3e2334f-27e8-4ed0-acc4-9d633e556bc1,Roland,Petit,1971-08-23,rdelannoy@example.org,False,"rue Navarro
84634 Laportedan"
d38f5128-fc44-43b9-b73a-4cb28e60407a,Tristan,Valette,1992-09-17,imeyer@example.org,False,"41, avenue Besnard
68749 Gomes"
ca8b2e80-26a8-4ffe-a305-ef87d3c04668,Anaïs,Monnier,1935-07-13,bergerhenri@example.org,True,"avenue de Laporte
16249 Vidal-sur-Ferreira"
c0a955f1-c428-46a2-9e42-f405a5f06de4,Olivier,Huet,2001-05-09,marcbegue@example.org,False,"23, boulevard Vallée
41698 Simon"
66740405-315c-4589-a1e9-fc0ea22ea5a6,Pauline,Laurent,1980-11-19,alice02@example.net,False,"82, chemin de Guillaume
49869 Fleury"
2112d952-c732-437d-85aa-294eeae66a6b,Maggie,Clément,1981-05-12,davidtheodore@example.org,False,"71, boulevard de Legendre
62621 Sainte Olivie-les-Bains"
d6cebd64-52dc-4d07-bf68-85d4c47c1e6c,Sabine,Hoareau,1961-12-19,mblanchard@example.net,False,"1, rue de Millet
33959 Leclercdan"
a2b19041-9a37-47f0-af07-13ddf3a72d5c,Martine,Leleu,1966-07-15,emmanuellegrondin@example.com,False,"3, avenue Breton
22936 Germain"
5f55099e-e983-43a8-b3dc-2b710dd0d150,Bernadette,Leroy,1957-08-01,dfournier@example.org,True,"51, rue Menard
45634 Dias"
d6edf88f-bdb0-4a86-b225-b4d526d5f604,Maryse,Langlois,1961-11-14,odetteremy@example.net,False,"59, chemin Bonnin
63778 Clerc"
a72c36a0-46de-4b2c-8eff-31f8c3353882,Philippine,Leleu,2001-01-20,parentmargaret@example.net,False,"439, boulevard Christophe Joseph
73197 Moreau"
1081a9a1-7429-400b-812b-e1aec521d571,Alex,Collin,1995-03-24,zoe85@example.org,False,"33, chemin Moreno
19296 Rousseldan"
e1f39697-fb1a-4f03-97af-bd3bfca67bd8,Jacqueline,Mahe,1999-11-20,michelle32@example.com,False,"27, rue de Dupré
27833 Clément"
eb09be00-885d-4c39-b70c-46a77f3da3fe,Hélène,Charrier,1990-06-12,lejeunehenriette@example.net,False,"7, chemin de Guillot
88845 Marchand"
f44fce2e-4f22-4ed2-b692-fa6cc9f8d360,Hélène,Lebreton,2003-02-17,perriermarie@example.org,False,"2, rue Traore
14792 Meyerboeuf"
af94a4cd-69f2-4e9f-9baa-e4ba06a12b6d,Hortense,Laroche,1972-03-22,bernadette58@example.com,False,"119, rue Nath Ledoux
86745 DeschampsVille"
99c04abf-faec-45c1-84dd-d1b3eb93b650,Christophe,Bouvier,1966-09-21,emmanuelle21@example.org,False,"37, boulevard Guillot
50752 Saint Madeleine"
810f795c-b8dd-41ac-a2e1-74c9450e2674,Michelle,Gonzalez,1934-11-19,christopheleleu@example.net,True,"93, chemin Pauline Bourgeois
67547 MarieBourg"
58d40cdc-da43-4738-9f13-ce7b0f07cc57,Monique,Ollivier,2002-04-26,francoise70@example.net,False,"64, rue Adélaïde Normand
62308 Klein"
5c37bdfb-8b42-4f3d-b8af-e6c1dbfb9886,Marthe,Pruvost,1933-08-05,auroreboutin@example.org,True,"rue de Gimenez
93545 Marie"
db2b78de-9d83-4a40-b5c2-bc0bb4e9a05b,Alphonse,Brunet,1981-05-31,ivalentin@example.com,False,"62, rue Martin
43872 Pierre"
2ce6760e-49bd-4aeb-b489-5b8b4745d89b,Michèle,Regnier,1994-02-08,denislacombe@example.com,False,"48, avenue Lenoir
01544 Mahe"
1e029d4a-b3d9-4a66-8df7-26382fb9c710,Arthur,Godard,1932-11-18,adrien37@example.net,True,"984, rue Daniel Hamon
11838 Charriernec"
c27b0e57-ddc5-49a3-82e4-833154254a0a,Xavier,Merle,1983-02-01,chantalpetitjean@example.net,False,"537, chemin Édouard Bodin
19271 Saint Sylvie"
72c534e7-c386-4c91-9ecc-142a3c604779,Jérôme,Pottier,1983-08-12,eandre@example.net,False,"38, boulevard Gabrielle Bailly
18346 Letellier"
a2c67576-f18c-471a-b2e1-d8b20b19043a,Thomas,Coulon,1978-07-12,elisabeth62@example.com,False,"3, avenue Richard
33434 Guibertnec"
7dfaae8b-e462-4063-b751-9ecabd3892b7,Pénélope,Valentin,1963-04-24,cecilegillet@example.org,False,"5, chemin Faivre
39788 Maillet-sur-Blanchet"
7c196a59-4b21-4e96-81cb-5aa0e124c116,Arthur,Cohen,1935-05-21,ramosvalerie@example.org,True,"avenue Michel
68574 Sainte Emmanuel"
7b0856b1-cb0d-4080-87c4-5b05a313c0af,Édith,Fischer,1962-09-21,gerardle-roux@example.com,False,"3, chemin Hervé
75118 Bernier"
b3fab624-7250-49c6-87f1-5e6d66968dab,Marine,Olivier,1995-04-16,regnierchristelle@example.net,False,"234, rue Antoinette Lévy
53497 GuillouBourg"
150e5155-9b6c-4c10-85f3-d79dff49cebe,Thomas,Maillot,2004-07-27,kmathieu@example.org,False,"254, avenue Gimenez
53415 Techer"
be0509bf-ee35-403d-9f4c-c93f728c601b,Bernadette,Valentin,1973-09-18,hda-costa@example.net,False,"62, avenue Joseph Marion
76741 Fontaineboeuf"
c48daf63-f2fb-4e9f-8e4e-835727e1d8dc,Philippe,Lacroix,1987-12-22,jlevy@example.com,False,"67, rue de Adam
04423 GrégoireVille"
8ba4750c-e2c7-405a-b1fc-0805712c3d70,René,Jourdan,1970-02-19,wagnertimothee@example.com,False,"boulevard Laurence Bourdon
14871 Saint AugusteBourg"
14edd74d-aefe-40f3-8981-ece3647d4e07,Louise,Hervé,1974-10-28,bigotleon@example.org,False,"85, chemin de Guyot
31633 Sainte Andrée"
ea7595d0-8a6e-44e4-bab4-3a65cf546662,Claudine,Arnaud,1975-07-24,jvidal@example.org,False,"46, rue Turpin
78459 Saint Zoé"
61649b7a-5225-4334-b062-6ff4dc34d90c,Julien,Pons,1996-06-30,nicolas25@example.org,False,"41, avenue Morin
03755 Da Costa"
d386bf47-063f-451a-9044-e42507684ca4,Odette,Perrier,2003-01-19,apetit@example.org,False,"6, boulevard Briand
18924 Peron-sur-Faivre"
fda48d66-dfb0-4cc7-94e9-a4befd8ceead,Martin,Poirier,1992-12-04,nle-roux@example.com,False,"83, rue Adrien Colas
56387 Sainte Agnès"
dfc1d0cf-fb55-46d6-b072-b123bf426e4d,Sophie,Peltier,1971-03-24,lagardegenevieve@example.com,False,"48, rue Alexandria Olivier
33806 Diallodan"
da5fbca1-47c1-40a7-98f2-6ab8bddc9fc7,Josette,Bonneau,1969-06-16,traorealain@example.com,False,"65, rue de Morvan
60513 SeguinBourg"
29d5d91f-dc52-4472-ad95-9b35aa1a94de,Émilie,Pascal,2002-08-17,hebertfrancois@example.com,False,"rue de Samson
47632 Martineznec"
072234a8-a9de-41da-a4ec-9942f3acbe8f,Élise,Muller,1970-01-25,leboncelina@example.org,False,"35, rue Olivie Gauthier
95229 Sainte Monique"
4338b669-4dd5-48fc-9757-da63defa74c8,Nathalie,Perrot,1987-10-27,astrid88@example.net,False,"292, boulevard de Jacob
73338 Buissonboeuf"
7567e02f-f4f6-451c-88bb-ebe019d4a3cc,Lucy,Duhamel,1954-03-29,susan10@example.com,True,"10, boulevard de Dumont
72776 Baudry"
d194d2f3-4105-4a9d-b609-207a56df2a02,Olivie,Thomas,1987-03-09,antoine30@example.org,False,"50, boulevard Hortense Fischer
54709 Lenoir"
ed27a76a-ffc0-44e2-9782-b5bedd29718f,Timothée,Lucas,1982-12-18,barbiermichelle@example.com,False,"2, rue de Marchand
02146 Guibertnec"
42e083f4-97c7-48ac-9a75-33a2643e709f,Jean,Ferreira,1966-07-25,carlieredouard@example.com,False,"12, rue Dupré
62437 Da CostaBourg"
25e0c7e9-1c6e-4909-a9b6-f0596b607e08,Henriette,Bonnin,1987-01-13,mauriceraymond@example.net,False,"3, rue Boyer
15176 Sainte Jules"
3001f555-b9eb-403d-b71c-cbd35286dfef,Bertrand,Bertrand,1931-03-20,barbieradrien@example.net,True,"4, chemin de Da Silva
92535 Meyer-la-Forêt"
89d48afd-06e1-4620-9ff0-16f550f685f5,Joséphine,Carlier,1978-05-27,fmasson@example.com,False,"33, avenue Daniel Hamon
97331 Berthelot-sur-Laine"
f5dfdccb-ca89-4da7-a2b2-f39fa65fc403,Jacqueline,Sauvage,1971-03-09,gillesmichel@example.org,False,"14, rue Vallet
64826 Sainte Éléonore"
e37e569e-78b8-4697-a41b-ea97ba94b235,Marcel,Cousin,1958-04-12,catherineboutin@example.net,True,"51, rue Charles Bègue
14849 Rémy"
3ea53744-f50f-45e4-9c45-ee641c9ef264,Suzanne,Martin,1975-03-10,samsonmaurice@example.net,False,"725, rue de Barbier
97277 Garcia-sur-Fischer"
88f61601-2c08-4794-b406-3ea09ac7e6c9,Alphonse,Hubert,1985-12-26,william21@example.com,False,"75, boulevard de Leroux
65353 Jeannec"
8c5e41de-5dc0-4053-91d1-4e6ae8b5a4f9,Christelle,De Oliveira,1932-02-09,clemencetessier@example.org,True,"11, boulevard Rodriguez
97348 Pinto"
9fbdd8c6-9960-4971-9688-5b396017d791,Guy,Bazin,1989-06-11,margot19@example.com,False,"7, chemin de Lemaître
09949 Daniel"
8551270f-f0fc-4722-bddf-5d2d9c2d8ca8,Agathe,Guibert,1973-01-28,hmoreau@example.com,False,"59, rue de Merle
86667 Guibertnec"
ecac2eac-a03d-4eae-b76c-8a4edd641650,Henri,Gauthier,1941-10-24,potiercelina@example.org,True,"24, rue Blanchet
36458 Sainte Bernard-les-Bains"
d1df976f-b2e4-4e0e-b2ba-c7bd57a3adca,Georges,Bazin,1935-07-06,claire50@example.net,True,"74, boulevard Daniel Payet
46660 Noël-sur-Pineau"
1ded8349-a93d-4228-a0b9-0ad8322d1050,Nathalie,Denis,2007-03-12,etienne97@example.net,False,"71, rue Marine Dupuy
82686 Berthelot"
8c028961-4bb1-4188-9c20-21a7eba93862,Célina,Leconte,1972-10-21,clemencemenard@example.org,False,"873, rue de Renard
59776 Pottier"
a7467c02-ae51-4108-a887-d6b5fc9b61be,Michel,Weiss,1965-08-22,antoinette11@example.org,False,"avenue Parent
20214 Lemaire"
d6fd7ccd-87c7-434d-99bc-1715e3ab0fe7,Louis,Noël,1999-10-26,wlaroche@example.net,False,"rue de Masse
30600 Jacquet"
dad6d536-cf64-4394-bc8a-de254889a59f,Constance,Rossi,2001-05-02,julien20@example.org,False,"37, chemin de Perret
43132 Paris"
d9bedd75-d693-4d39-8ee4-0030b194e6c7,Marguerite,Bernard,1956-05-22,upetitjean@example.net,True,"49, rue de Tanguy
04298 NoëlBourg"
d1838778-bab9-4b78-9476-669dac5bf69a,Joseph,Leroy,1969-04-29,baillyconstance@example.net,False,"87, rue de Valette
39106 Baudrynec"
2a4f9e0e-2af8-46d0-b137-65e8f61fbd6c,Jacqueline,Carpentier,1986-08-03,claudemathieu@example.org,False,"boulevard de Foucher
03964 Berthelot"
d3b6ecf5-8c15-4918-8d31-f7449c9e63f1,Corinne,Laine,1967-06-06,levequejuliette@example.org,False,"16, boulevard Jacques Goncalves
44909 Leclerc"
ea7a7970-d7f8-40f5-adf5-316e5f9525ff,Maryse,Millet,1944-05-12,sebastiendijoux@example.net,True,"chemin Madeleine Perret
78507 Marion"
8b960fde-31bd-449e-a5a9-cca47bb3b548,Maggie,Bodin,2004-11-16,blindavid@example.org,False,"54, rue de Lévêque
37641 Jacob-sur-Ferreira"
a04a2280-cbd8-47b7-a670-d8350bded194,Tristan,Barre,1980-11-04,noelarnaude@example.org,False,"56, avenue de Picard
33436 Joubertdan"
feb044a3-8990-429d-97d6-2967e8e3510a,Anaïs,Hoareau,1959-06-27,michellegregoire@example.org,True,"689, rue Antoinette Thierry
01639 Fournier"
882a5088-c09b-4163-b846-84bd051e62df,Jérôme,Vasseur,2000-01-04,roland20@example.org,False,"avenue Maréchal
82485 Rémy"
5c4cfadf-bf32-4f89-b97a-b5528816f69d,Caroline,Delmas,1991-12-22,margaretfaivre@example.org,False,"44, chemin Raynaud
66979 Dubois"
